,text,Explanations,labels
1051,“I am constantly worried about losing my partner. I have this unexplainable sad feeling deep within me which affects me daily. I am trying so hard to improve but I feel stuck in the negative cycle that im on”,"worried, losing, unexplainable sad feeling, feel stuck in the negative cycle",5
1052,"I’ve been experiencing frequent dizziness, and it’s making it hard to stand or walk without feeling unsteady","frequent dizziness, hard to stand or walk, feeling unsteady",3
1053,"I feel like I’m constantly battling my own mind, and it’s exhausting","battling my own mind, exhausting",0
1054,“I have mild anxiety. NOT DEPRESSION.”,"mild anxiety, ",3
1055,"""I am having an extremely difficult time with my husband who I have been with for ten years.""","Extremely difficult time with my husband, ",4
1056,"""I just constantly felt flat and lost searching for how I am supposed to be and what makes me who I am.""","constantly felt flat and lost,",0
1057,“Ive got a long list of diagnosis and have been medicated for a bit over a year. sometimes I forget to take my medication. just one of those things. Despite the medication I am far from cured.”,"have been medicated for a bit over a year, forget to take my medication, Despite the medication I am far from cured,",3
1058,“So my doctor at this point thinks it could just be uneven levels of my androgens and isn’t anything serious but the course of treatment would be the birth control pill. i’ve taken the pill before but it really counteracted my antidepressants and my doctor was not comfortable with that side effect.”,"uneven levels of my androgens, course of treatment, birth control pill, counteracted my antidepressants, doctor was not comfortable with that side effect,",3
1059,"""I'm constantly disconnected from reality, engaged in a daily struggle to comprehend my triggers and navigate through relentless mood swings""","disconnected, daily struggle, triggers, relentless mood swings",2
1060,"I finally quit about a year and a month of working there as I had enough but now we are here. Unemployed. Studying. No income.","quit, Unemployed, Studying, No income",1
1061,"“I am a 40 year old female that has spent the last 10 years in the State Trauma Hospital as an Anaesthetic Technician. My PTSD was brought about after years of exposure to shocking traumas, deaths, and no support from management.”","PTSD, shocking traumas, deaths, ",3
1062,"“Neither my brother nor I, have any desire to be in relationships or marry, having grown up witnessing this behaviour and I can’t even imagine what kind of damage might be lying underneath the obvious surface-level stuff like that.""","Have any desire to be in relationships,",4
1063,“These symptoms are too intense to endure alone.”,"Too intense to endure alone,",4
1064,"""I get triggered regularly and there is next to no support available just wait lists everywhere.”","There is next to no support available,",4
1065,“I’m slowly seeing patterns where I'm not interested in anything anymore”,not interested in anything anymore,0
1066,"I constantly battle overwhelming anxiety, and no matter what I do, I feel like I’m drowning in my own thoughts.","Overwhelming anxiety, drowning in my thoughts",5
1067,“My issue is reaching out for help. No-one understands or can relate.”,"Reaching out for help, no one understands ,",4
1068,"""I definitely don't like how modern people don't have any humility and can't take accountability for when their in the wrong, people are too shallow and socially superficial and the look others down with stigma."" ","People are too shallow, socially superficial,",4
1069,"“I’ve had to go on anti-anxiety medication and I’m seriously wondering if this is all worth it.”""","anti-anxiety medication, wondering if this is all worth it,",3
1070,"“Painfully shy I've worked hard at finding my voice and some confidence, but I'm still hyper sensitive & fragile.”","Worked, hard, painfully shy",0
1071,“It‘s impacting marriage and family with kids and work environment.”,"Impacting marriage,",4
1072,"I had a career before, I used to have confidence that I could achieve things, but now I just feel like I'm dumb, I'm boring, I'm inferior, I'm not good enough","career, confidence, achieve things, not good enough",1
1073,"“My partner also was emotionally and physically unfaithful earlier in the year in 2023, which has made my insecurities far worse, and my trust even less than it already was.”","My partner also was emotionally and physically unfaithful,",4
1074,"""It's like seeing a train wreck unfold and being powerless to stop it.""","seeing a train wreck unfold, being powerless to stop it,",5
1075,"“I made a huge mistake. I attempted to take my life 3 days ago, and have never regretted anything more than this. I wasn’t even that down when it happened, I drank too much and made the dumbest decision I’ve ever made. ”","made a huge mistake, attempted to take my life, never regretted anything more than this",2
1076,“I have been trying to think back what have I not done or care enough for her that had led her life into such an awful darkness. I hope it is not too late to start caring for her but yet giving her space knowing I am there for her anytime.”,"Care enough for her, too late to start caring, giving her space, ",4
1077,“I still can't tell people no and can't tell people what I think without fear of violent physical or verbal retaliation.”,"Can’t tell people no, can’t tell people what I think,",4
1078,“I feel trapped physically and emotionally. Looping the same loops. My family knows my story. They are immensely supportive.”,Trapped Physically and emotionally,5
1079,"I lost the sense of confidence and belief that I truly earned professional opportunities, as the current job market meant the same resume doesn't get me interviews for the same type of jobs anymore.","lost, sense of confidence, professional, opportunities, job market, resume, interviews, jobs",1
1080,"“My friends haven't been supportive at all, just placating me while they live in huge houses & don't offer any way of helping.”","friends haven't been supportive, don't offer any way of helping,",4
1081,"“I am so unmotivated, it's stepped up since Covid... I feel I have cried almost every day at the same stage during day for 2 years.""","So unmotivated, cried",2
1082,"So you can imagine its embarrassing for your struggling cognition to be brought to everyone'sattention like that. Im really extremely sick of myself. I hate me so much ","Struggling cognition, extremely sick of myself",0
1083,"""If we don't ""nag"" her, she won't shower or eat properly.""","won't shower, eat properly,",3
1084,"“with everything in life I always feel like a hamster running on a wheel, I am going flat out trying to do things to improve my life and move forward but I just keep ending up in the same place. I hope at some stage I can move to a different wheel ”","hamster running on a wheel, trying, improve my life",0
1085,“I just want to stay home as I know I won't be judged at home”,"want to stay home as I know I won't be judged at home,",4
1086,“For the past year I’ve been in my worst sleep cycle ever.”,"worst sleep cycle,",3
1087,“She just separated from her partner of 9 years o ly about 6 or 7 weeks ago as they were both drinking to much and it was getting to toxic and violent.”,"Just separated from her partner, toxic and violent, ",4
1088,"""I feel like I self-sabotage everything and constantly struggle to cope with the situation I’ve found myself in.""","feel like I self-sabotage everything, constantly struggle to cope with the situation,",2
1089,"“If I was given a choice, I would stay in the relationship if only he would open up to me as well. I still love him but I felt like it was a dead end for us. My problem now is that I find it hard to move on.”","Still love him but I felt like it was a dead end for is,  ",4
1090,"“My mental health conditions include, C-PTSD, Dissociative Disorder, Sensory Issues (touch), major Anxiety and Depression. When the effects started to surface, I was in absolute shock and extremely confused.”","mental health conditions, C-PTSD, Dissociative Disorder, Sensory Issues (touch), major Anxiety and Depression, absolute shock",3
1091,"""I feel really scared though because I don’t ever go to the doctor for anything, and I haven't seen this doctor for so many years that I’m really scared that they’ll judge me or won’t believe anything I say.""","feel really scared, really scared that they’ll judge, won’t believe",2
1092,"""I do take meds for depression and anxiety, it's genetic so with the death and trauma, it was a no-brainer.""","take meds for depression and anxiety,",3
1093,"""Struggle to get going in the mornings, Struggle enjoy anything.""","Struggle to get going,Struggle enjoy anything",2
1094,"""I want to be confident and I want to be able to control my emotions.""","Confident, control",0
1095,"""I don't sleep particularly well but when I do sleep, I often wake up soaking in sweat.""","don't sleep particularly well, often wake up soaking in sweat,",3
1096,"“because as the wife of a doctor, it's really hard. It's really hard to plan a family when you don't even know where you’ll be in a year. It's hard to keep moving around”","Hard, plan, moving around",0
1097,"""We had been good friends for two years (platonic on my end for most parts) then things happened and he asked me to be his girlfriend.""","He asked me to be his girlfriend,",4
1098,"""My wife has asked for a separation, and I'm after some perspectives from anyone who has gone through something similar.""","My wife has asked for a separation,",4
1099,"""I feel so sad lonely unloved and unwanted and I'm sure I'm destined to be alone forever just venting""","feel so sad lonely unloved and unwanted, destined to be alone forever just venting",5
1100,"""I feel like I’ve got no hope for the future and I’m struggling to keep going any more I’m not coping well barely eating or showering.""","got no hope for the future, struggling to keep going",2
1101,"“I'm not a high level empath, but I think the energies of the people around me definitely has somewhat of an effect on me, to the point that I can actively notice the influence in my anxiety patterns and thinking.”","Energies of the people have an impact on me,",4
1102,“Recently I experienced similar abuse following the death of a family member when I was at my most vulnerable.”,"Abuse, vulnerable,",3
1103,"""My 18 year old daughter has severe anxiety and depression.”","severe anxiety, depression",3
1104,"""I’ve blocked my extended family out of my life they are very judgmental people and don’t understand what I’m going through.""","Blocked my extended family, very judgemental people, ",4
1105,“When each dismissal is putting me and my daughter into spiral of poverty and violence.”,"Dismissal, poverty",1
1106,"I have been through a devastating journey with chronic illness, and LONG story short I'd realised that a herbal supplement was worsening all that I was trying to help. Unfortunately one of these symptoms is apathy/anhedonia ","chronic illness, herbal supplement, worsening, symptoms, apathy, anhedonia",3
1107,"Life just seems meaningless, I also miss the Nana that adopted my family, dad and so forth... She was such a lovely woman, her hugs we're the best. Sorry,. I just need to get this off my chest, I have no family anymore to talk to, and i feel all alone when it comes to trying to talk about how i feel like i can’t cope. ","Meaningless, can’t cope",2
1108,"Hi I am a middle age guy and for most of my life I have struggled to achieve anything … I have poor self esteem and it comes from the fact I can’t do anything well in life …sport, cooking , arts , music , trades , socializing , it’s all a struggle ","Struggles to achieve anything, poor self esteem, cant do anything well in life, struggle",0
1109,"“his ex wife is withholding his daughter. This is where his problem is ....He cannot see his daughter and it's causing him severe anxiety . He dearly loves his daughter and misses her so much,""","Loves his daughter and misses her so much,",4
1110,"“She still talks and acts well but is fearful of living by herself.""","Fearful of living by herself, ",4
1111,“My main issue is crippling anxiety which in turn has made me extremely depressed.”,"crippling anxiety, extremely depressed,",3
1112,"""I hate been only about to hear in my right ear. My left ear has nerve damage.""","hate being only able to hear in my right ear, left ear has nerve damage,",3
1113,"“I just can’t get over that wall…… tried anti-depressant but no real change there, and as time has gone on my temper gets worse, the anger sometimes scares even me.”","anti-depressant, anger,",3
1114,“I also have a history of depression and some pretty bad thoughts are creeping up and I'm not sure I would do well with time alone.”,"history of depression, pretty bad thoughts are creeping up, ",5
1115,“I have a 1500w paper and a 2500w report due on Monday next week (already granted extensions). I did some rough research and have some rough ideas of what I'll write but it's so hard to continue. Especially the 2500w report is based on an interview that I kinda bombed so I’m just scared.”,"hard, scared",0
1116,I can’t seem to find joy in anything anymore; everything feels dull and meaningless.,"can't find joy, feels dull, meaningless",0
1117,"“I feel like daydreaming is the only thing that keeps me alive, I can talk to someone who cares about me and comforts me when I’m on the verge of a mental breakdown (which helped me stay safe in the past)... a person who doesn't exist.”","Can talk to someone who cares about me and comforts me,",4
1118,"“happy people make me angry, people reaching out to me make me angry and think they’re talking about me.”","Happy people make me angry, make me angry, think they’re talking about me,",4
1119,"“It is impacting my work, social and family life a lot and causing large amounts of stress, worry and sadness.""","causing large amounts of stress, worry and sadness,",5
1120,"“When i had job during high school I would cry and get angry before most of my shift, and I still do it to this day with preparing for a job interview -that I am unsure of taking- or anything that involves talking to strangers and new people.”","Job, interview, unsure, strangers, shift",1
1121,“My relationship between my husband and myself just deteriorated because I just didn’t want to be touched at all not even for a hug.”,"relationship between my husband and myself just deteriorated, ",4
1122,“I am scared I am going to lose him or make him resent me but feel I have no way forward.”,"scared I am going to lose him, make him resent me, feel I have no way forward,",5
1123,"We both work together so in front of our staff he will portray a loving husband even if he’s belittled me that morning. He is not interested in how I feel or am feeling and never has been, I must support him in all that he does. I was too young to know what coercive control was or looked like when we got together. ","Belittled me, not interested in how I feel, support him, coercive control",4
1124,“I have some stress in my life with family issues and house moving plus work pressures but My main problem is when I go to bed I’m scared I won’t sleep because I’m so anxious of not sleep and toss and turn all night.”,"won’t sleep, anxious of not sleep, toss and turn all night",3
1125,"“I'm still the one who has to be followed around, check on, and have barely a say in my own financial and other decisions.”",Financial,1
1126,"I don't have family to rely on and with the cost of living crisis and no where to go if I'm struggling. I'm scared. I've had a long history of trauma and struggles in life but I've always made it through some how. ","Cost of living crisis, struggling, scared, long history of trauma, struggles in life",1
1127,"“I have also gained so much weight in the last year I am heavier now than I was pregnant with any of my kids.""","gained so much weight,,heavier now than I was pregnant with any of my kids,",3
1128,“It is just an emotional rollercoaster.”,emotional rollercoaster,5
1129,"I a 16-year-old male have recently met a girl of the same age we are both looking to take our friendship further and pursue a romantic relationship. however, I have year 12 coming up and my family have been telling me that i cant get into a relationship over that time. they have also stoped me from meeting up with her. ",Cant get into a relationship,4
1130,"""I feel so low that I am no longer communicative at home.""","feel so low, ",4
1131,"“I’ve recently been diagnosed with GAD and have started medication, however I feel like it’s not managing my symptoms well.”","started medication, not managing my symptoms well,",3
1132,"""I am a quiet natured person but I feel this incredible pressure that I can’t be like that.""","Feel this incredible pressure that I can’t be like that,",4
1133,“I feel lost and have no direction in my life.”,"feel lost, no direction in my life,",2
1134,"“I’m exhausted everyday and battle just to get ready for work.""","exhausted everyday, battle, work",1
1135,"“Last night got me thinking of how behind i am in life compared to friends, slow with learning and understanding things most people even younger than me seem to have taken on board. Then this time it struck me that I repeated year 2 due to math learning difficulties.”","Behind, slow, Learning, understanding, math, difficulties",0
1136,“Regardless of many of those things it was the loss and judgement of neighbours that intrigued me the most.”,"Loss and judgement of neighbours that intrigued me the most,",4
1137," “I can barely eat, I am force feeding myself just so my stomach doesn't hurt from lack of food but I have zero appetite.”","can barely eat, force feeding, stomach doesn't hurt from lack of food, have zero appetite,",3
1138,"“I’ve had a mental illness for over 10 years due to a sexual assault after a home invasion which left me with PTSD , panic Disorder, general anxiety, agoraphobia, and since talking with my psychiatrist I found out that I’m also suffering from BPD which apparently was a result from sexually abused as a child but didn’t show any sign until the sexual assault as a adult.”","PTSD , panic Disorder, general anxiety, agoraphobia, suffering from BPD, sexual assault,",3
1139,"“I am feeling a lot of guilt around my brothers suicide. I know this is common, and I know I'm being too harsh on myself. ”","feeling a lot of guilt, suicide, being too harsh on myself,",5
1140,“We can't wait any longer. Our family is falling apart. I can't cope with his behaviour NOW”,"Family is falling apart, cant cope with his behaviour,",4
1141,"What do U do when U don't have an emergency contact, no next of kin and don't trust people? ","No next to kin, don’t trust people",4
1142,“We can't get ourselves out of this depressed state of bewilderment and need to talk to other parents coping with same issues. Our son was 18 yrs old when he was charged.”,"Depressed state of bewilderment, need to talk to other parent,",4
1143,"“I really don't want to let everyone down. Probably the thing that has stopped me. I'm so lost and confused in my own head, and so frustrated with myself. The intensity of the urge to harm is the strongest it has been in months, and I haven’t had the other thoughts like this in over a year. I hate my brain.”","don't want to let everyone down, so lost and confused in my own head, so frustrated with myself, urge to harm, hate my brain,",5
1144,"“I got a huge bill today and was told people living in our complex had an extreme rent increase too, so most likely we will also have that. I am struggling and don't know how to cope anymore.""","struggling, don't know how to cope anymore, huge bill, extreme rent increase",1
1145,“I can’t talk to sister about it and I have no other family.”,"have no other family, ",4
1146,“I think I am stressing about my work but my work isn't THAT stressful so I think it's my personality mostly.”,"Stressing, work",1
1147,“I find I go into a spiral and I struggle to get out of it. My thoughts go to the scariest scenarios sometimes and it makes me so scared of things to do with life and so fearful of what could happen.”,"Struggle, thoughts, scared, fearful, scariest",0
1148,"“Conflicts are not resolved as I shut down and freeze and flee to food, neighbours or hobbies.”","I shut down, freeze and flee,",2
1149,“Every time I make progress it gets taken from me. I can't leave my son without his dad. But I also don't want to be in pain.”,"it gets taken from me, don't want to be in pain,",5
1150,"“I'm in constant pain as well and even my hobbies, which cost money, aren't doing anything anymore and it's impacting my savings.”","Cost money, savings",1
1151,“Everything is getting harder. Im scared of what my next step down will look like.”,"harder, scared",0
1152,"I have CPTSD, Depression, Anxiety a chronic pain disorder and recently been diagnosed with ADHD.","Chronic pain disorder, diagnosed with ADHD,",3
1153,"""I want to help but have no idea where to start."" ","Want to help,",4
1154,"""The truth is I don’t see any positives in the future""","don’t see any positives in the future,",2
1155,"""I'm dealing with the void from my father leaving with no explanation.""",dealing with the void,5
1156,"""I internalise all my emotions with it.""","internalise all my emotions,",5
1157,“But my mind is fragmented into a thousand pieces. A lifetime of chronic headaches/migraines. They can be over 15+ days in a month. They can last anywhere from 2 to 16 hours.”,"my mind is fragmented into a thousand pieces, lifetime of chronic headaches, migraines,",3
1158,"""I'm worried without weed his anxiety will come back full on again. Etc...I just don't know.”","worried, anxiety will come back full on again,",5
1159,“I am suffering from Perfectionist Procrastination due to burn out from my OCD. I can never meet what I have listed for myself anymore.”,"suffering from Perfectionist Procrastination, burn out from my OCD, ",3
1160,"“This tore me apart and still does if I think about it too much as I not only lost my wife, but the other person who I thought I could trust and was a friend who called me brother, also totally betrayed me.”","Tore me apart, betrayed",5
1161,“Feeling unrecognised”,"Feeling unrecognised,",4
1162,I just want to feel appreciated and comfortable with someone who loves me but instead I’m just watching my friends relationships from afar feeling so alone,"Appreciated, comfortable with someone, feeling so alone",4
1163,"""We were taken to a quiet office and told that our two eldest brothers (who were twins) had died serving overseas.""","died serving overseas, ",5
1164,"“I’m not doing so well being by myself, as my son lives in his room. ”","not doing so well being by myself,",4
1165,"“Among all that, I just feel lost in myself. I don't know what I want to do for a career and I don't know how to motivate myself. I have dreams and goals but I feel like I'm floating through the day. I just want to be happy again.""","Career, motivate, goals, feel lost",1
1166,“His father would message and call him nearly every day with more guilt tripping which kept the trauma fresh in his mind.”,"More guilt tripping , trauma fresh in his mind",4
1167,"""I don't feel comfortable getting close to anyone still even after so much time has elapsed.""","Don’t feel comfortable getting close to anyone ,",4
1168,"""i have been having nightmares and i really just don't know how to make it all ok beyond calling the police and having him committed to a mental hospital""",having nightmares,5
1169,"""Despite knowing Australia's alright, I prefer the cultural attitude of a collectivist society and I hate the individualist approach for numerous reasons.""","Hate the individualist approach,",4
1170,"""I pretty much stay at home by myself with nothing to do and no one to talk to.""","No one to talk to,stay at home by myself,",4
1171,I wish I could just be perfect and have made perfect judgement-,"Just be perfect, make perfect judgement",0
1172,"""He also doesn’t really see how the ptsd impacts me and doesn’t acknowledge just how much his diagnosis has impacted me too. ""","impacted, doesn’t acknowledge,",5
1173,"“he drinks to calm his nervous system ” ","Drinks to calm his nervous system,",3
1174," ""I was stricken with grief again & in a new relationship with an alcoholic narcissist.""","new relationship with an alcoholic narcissist, ",4
1175,"The loss of a parent, however imperfect, shakes us at a core level. Right now, I have the feeling of a lump in my throat. It represents the loss of our youth, of the version of ourselves who still had a father. It is perhaps a reminder of our own mortality.",Loss of a parent. Lump in my throat,4
1176,"I have been struggling with cognitive defects throughout my life, such as lack of attention, lack of awareness of surroundings/directions, slow processing speed, forgetfulness, slower learning abilities, and poor social skills.","cognitive defects, lack of attention, lack of awareness, slow processing speed, forgetfulness, poor social skills",0
1177,"""I have put on a lot of weight and I know that I am probably an emotional eater but feel like I have lost all control.""","put on a lot of weight, lost all control, eater,",3
1178,“I am wallowing in self-pity because I now realise I was predisposed to depression and anxiety from childhood. The emotions were buried so deep that I was not even aware of them.”,"wallowing in self-pity, depression and anxiety, emotions were buried",5
1179,“I don't know why how can I be faking this feeling of  emptiness but I think that and I don't know what to do. what If I decided to talk to someone and they think I am a joke and am faking it.”,"Faking this feeling of emptiness, ",4
1180,“don't have confidence in myself.”,confidence,0
1181,"I've been struggling with intrusive thoughts that make it hard to concentrate or think clearly, and I feel mentally drained trying to push through them","struggling, hard to concentrate, mentally drained, think clearly",0
1182,"""I've started to think of death as an option. Like a worst case option.""","think of death as an option, worst case option",2
1183,"""It just feels like I'm left to sit with the issue.""","I'm left to sit with the issue,",5
1184,“I don't want to sell or loose our house I worked hard for and I can't afford to live anywhere else. It really seems to me that i'm all out of opinions.”,"Can’t afford, worked, hard",1
1185,“I was so heartbroken thinking to myself I am such a lousy parent that she wouldn't come to me when she needs help and it really hurts.”,"heartbroken, really hurts, thinking to myself I am such a lousy parent,",5
1186,"“I really don’t want to live my life being insecure anymore, and constantly in fear that my partner is going to betray / hurt me.”","constantly in fear that my partner is going to betray,",4
1187,"""I was asking him to take check of his obsessions (started with every single book, podcast, TV show, movie about JFK and now it's anti-vaxx propaganda).""",obsessions,0
1188,“I don't know if there is any hope for our relationship or not. He has not spoken to me in 3 days and I don't know if he has decided he has had enough of this.”,"don't know if there is any hope for our relationship now, has not spoken to me in 3 days, ",4
1189,"""She was with me through past episodes of depression and just life in general and now that she's not is bloody hard.""","Depresion, bloody hard",5
1190,"""My son is 15 and is showing little to no emotion.""","Showing little to No emotion,",4
1191,"""I am so done with everything.""","so done with everything,",2
1192,I had no direction for suitable jobs and any opportunities regardless from my pathetic job recruiters.,"Jobs, no direction, opportunities",1
1193,"""Families should always cherish each other because divorce for myself has come with the greatest grief, loss of my own family home, family times, extended relatives & friends.""","Grief, loss,",4
1194,"“I’m really feeling like crying but can’t cry, have a very grifting and feeling sad”","feeling like crying, can’t cry, feeling sad,",5
1195,"""I haven’t seen any of my friends in a little over a month and it feels like none are really interested in doing things. I’ve tried to suggest things to do, even if it’s just as simple as playing games online together but they either express disinterest in what I’m offering or they cancel on me.""","Express disinterest in what I’m offering, they cancel on me,",4
1196,“i just feel sad and hate myself so much that i think as soon as they meet me they will automatically decide that I'm not good enough.”,"feel sad, hate myself so much, I'm not good enough,",5
1197,"“The only antidepressant to work for me and without unacceptable side effects is the one I'm on but it needs augmenting, hence the supplement. I'm really worried. (I'm not having thoughts of self harm though. I’m quite safe.)”","antidepressant, unacceptable side effects, the supplement,",3
1198,"“from being depressed, to being anxious, to feeling so lonely that I can't even handle it anymore.”","being depressed, being anxious, feeling so lonely, can't handle it anymore",2
1199,"Every day feels like an emotional rollercoaster, and I can’t seem to control my feelings or make sense of them.","Emotional rollercoaster, control, feelings",5
1200,"Work place gossip is getting on top of me right now. I'm currently struggling with a lot of things in my personal life and I've still been doing my job but I haven't been as motivated and I have had to take days off.","workplace gossips, struggling, personal life, motivated, job",1
1201,"everyday I just feel empty, no real hope for a future, no interests, nothing I do gives me any level of joy that I can look forward to. I am sick of this never ending feeling of emptiness. I feel like everything is just fake and hollow in this world. Anyways, I needed to just unload my thoughts in the hopes it would make me feel a little lighter.","feel empty, no hope for future, no interest, feeling of emptiness, fake and hollow, unload thoughts",0
1202,"""I'm having some serious intrusive thoughts and being incredibly hard on myself.""","intrusive thoughts, being incredibly hard on myself,",2
1203,"“No longer is there a human face when I look in the mirror for a reflection. Hard to explain but seeing the same words twice like it’s almost on top of each other normally I have perfect vision.""","seeing the same words twice like it’s almost on top of each other, normally I have perfect vision,",3
1204,"I’ve been struggling with my life for the past 7-8 years but I finally made an appointment with a doctor. I feel really scared though because I don’t ever go to the doctor for anything, and I havent seen this doctor or so many years that I’m really scared that they’ll judge me or won’t believe anything I say.","Really scared, wont believe anything I say, struggling ",5
1205,"""It’s really frustrating me and I don’t know what I can do to take my mind off it.""","frustrating, don’t know what I can do to take my mind off it,",5
1206,"“I’ve been diagnosed with ADHD, anxiety and depression, but I’m really struggling.”","diagnosed with ADHD, anxiety and depression,",3
1207,“I single mum...recently moved back to a place to be closer to my oldest kids & family however I'm finding it hard to find a home here & missing my old home terribly I gave up my much loved pets & happy place to come back for my kids & I should be the happiest & proud of this achievement but I'm full of anxiety no family support at all & missing my old life greatly .”,"Gave up my much loved pets, no family support at all,",4
1208,“The thought of passing away is more ideal than it is scary.”," thought of passing away, scary,",2
1209,"""He is paranoid, delusional, makes weird connections between issues with no basis, quick to anger, no sense of self-reflection, struggles to maintain friendships""","paranoid, delusional,quick to anger, no sense of self-reflection,",5
1210,"""I now feel inadequate and unworthy of him. I feel cripplingly insecure.""","feel inadequate and unworthy, feel cripplingly insecure,",4
1211,"I’m thinking to volunteer soon to help try building up my skills whilst applying for jobs. I'm trying extremely hard to be a productive member of society, it's always been my goal to learn as much as I possibly can in order to help others.","Building up my skills, trying extremely hard, learn as much as I possibly can",0
1212,"""I chose to put him down, mainly due to the cost if it all and the possibility it would happen again. Now I regret my decision and can't seem to get myself out of this depression.""","regret my decision, this depression",2
1213,"“I want to be around him. I miss our previous relationship. But I can’t see things changing. I’m lonely, no one to talk to so bury myself in work, horses and art. ”","Lonely, no one to talk to, ",4
1214,I feel so frustrated and angry at my body that I can't do more. Every time I push just too far I end up in hospital and I don't want that. So many other people need that medical attention and I'm sick of being a burden!,"Frustrated, sick of being a burden",5
1215,“I just couldn’t look after myself anymore and at one point my mental illness got so bad that I was sleeping 20 hours a day and not eating and no matter what I went through still stayed to take care of me.”,"sleeping 20 hours a day, not eating,",3
1216,"""It was just, so much sadness. But it soon turned to anger.""","so much sadness, it soon turned to anger,",2
1217,"“Doing the regular 9-5… pretending to smile and act normal because I’m in a leadership position, pretending I’m totally fine during client meetings..the appearance that everything is fine.”",Pretending,1
1218,"""She calls me weak, pathetic, needy, toxic and narcissistic, whilst letting me know that I've destroyed her life."" ","calls me weak, pathetic, needy, toxic and narcissistic, ",4
1219,“I've been going through a pretty low stage for the past few months and have gotten used to this very low bar of mood. I've also just been very in my own head (more than normal)”,"Pretty low stage, low bar of mood, ",3
1220," I feel utterly incompetent and make shitty mistake after mistake. I procrastinate on an apocalyptic","incompetent, mistake, procrastinate, ",0
1221,"""My son is autistic, anxiety and depression recovering from cancer and is gay.""","Autistic, anxiety, depression, gay,",3
1222,"“As with a lot of people the holiday season is difficult, as is having to be around certain people at family events for christmas.”","Holiday season is difficult, as is having to be around certain people at family events for christmas,",4
1223,“she is obviously unable to work and cannot fully care for our kids alone so I am forced to be only able to get casual/part-time work while on Newstart allowance (required to be still applying for full-time work) and cannot earn more than $680 per fortnight or I will lose my entire Centrelink payment.”,"Unable, work, cannot earn, lose, payment",1
1224,"""I asked her if she'd like to catch up on our mutual birthdays, she proceeded to let me know how 'FRIENDS' of hers were throwing her a birthday party therefore could we catch up beforehand.""","Asked her if she’d like to catch up on our mutual birthdays,",4
1225,"I’m struggling to balance work and life; I feel like I’m failing at both, and it’s overwhelming","struggling to balance, work and life, failing, overwhelming",1
1226,I’m constantly worried about losing my job because I know I wouldn’t be able to pay my bills if that happened.,"worried about losing my job, can’t pay my bills",1
1227,"""I can barely hold in tears when that happens.""","barely hold in tears,",5
1228,"""I have recently put my cat down and I am struggling massively with the decision I made, I regret doing it.""","Struggling massively with the decision, regret ",2
1229,“I’m thinking negative or worrying thoughts and rarely thinking positively.”,"thinking negative, worrying thoughts, rarely thinking positively,",0
1230,“I'm becoming frustrated with my own lack of progress in therapy and within myself and I genuinely don't know what to do.”,"Frustrated, lack of progress",5
1231,"“Unfortunately, I was about to start a job, after living off my savings and Centrelink while studying up, until I broke my wrist and ribs.”","Job, savings",1
1232,"“I love her but can't handle her... I can't have her around me for too long, 2 to 4 days before she is uncontrollable and screaming.”","Cant handle her, she is uncontrollable and screaming, can’t have her around me for too long,",4
1233,“He was working full time but not working now.”,"Not Working, full time",1
1234,“I know it's all my fault but don't know how to change it because the jealousy comes from a place of extreme bitter pain and disappointment about our own family dreams not coming true which I just can't move on from.”,"Extreme bitter pain, disappointment , family dreams not coming true,",5
1235,"“For about 12 months I have been emotionally disconnected except for at times of stress. So at the moment I am not really used to feeling, and when things are coming up my instinct is to push them away however I can. It's not working though.”","have been emotionally disconnected, times of stress, not really used to feeling, not working,",5
1236,"“Hugs and kisses mean far more to me, than a house they will give to me after they pass. I'm just too conflicted right now.”","I'm just too conflicted right now,",4
1237,"""I’m tired of holding it all in.""",tired of holding it all in,2
1238,“Im lonely and going broke.”,"Lonely,",4
1239,"""Yesterday I had a bad day at work and received a disgruntled parent phone call that could have been avoided if I had handled a situation a different way.""","Bad day, work",1
1240,"“Fam is still alcohol dependent, but medicated for the mental illness side.”","alcohol dependent, medicated for the mental illness side,",3
1241,"“I am usually a high achieving student, but the past few weeks have been impossible to focus.""","Impossible, focus, student",0
1242,"“After a couple of minutes of yelling, I left but I’m so scared. What if he reported me to the police? I have never acted like that before, usually cautious and considerate of learner drivers, but this one was causing a dangerous situation”","so scared, have never acted like that before, cautious and considerate",0
1243,"""My PTSD was brought about after years of exposure to shocking traumas, deaths, and no support from management.""","PTSD, shocking traumas, deaths, no support,",3
1244,"""This feeling is indescribable. I am not sure where to start. I don’t have the answers to heal yet but I can’t physically or mentally live how I am after this.""","feeling is indescribable, don’t have the answers to heal, can’t physically or mentally live,",5
1245,“I know I'm not alone but I feel so alone in this.”,"I feel so alone in this,",4
1246,“I've encountered someone who Is a manipulator and it has left me very traumatised.”,traumatised,5
1247,"""I am a bit of a crybaby in the sense  I let everything bottle up and so when the straw breaks the camel’s back it seems like I cry over small stuff.""","crybaby, bottle up, cry over small stuff",5
1248,"“I am so incredibly disappointed in myself.""","incredibly disappointed,",2
1249,"""I feel so alone and like I have no friends.""","feel so alone, have no friends,",4
1250,"“I'm in a constant battle between under (novelty-seeking) and over stimulation (panic attacks, burn out, shut down)”","Panic attacks, burn out, shut down,",3
1251,"""I feel so shut out, so unloved.""","feel so shut out, so unloved,",5
